Time (EET),Open,High,Low,Close,Volume 
2025.01.03 15:20:00,21058.846,21071.869,21055.711,21069.669,0.108
2025.01.03 15:30:00,21070.19,21084.479,21067.911,21072.525,0.10953
2025.01.03 15:40:00,21072.136,21079.18,21056.646,21066.701,0.12087
2025.01.03 15:50:00,21066.601,21066.88,21038.101,21039.168,0.14724
2025.01.03 16:00:00,21038.592,21068.668,21038.592,21067.39,0.14994
2025.01.03 16:10:00,21067.146,21090.857,21060.901,21090.857,0.13608
2025.01.03 16:20:00,21091.092,21113.668,21089.336,21104.657,0.18378
2025.01.03 16:30:00,21104.711,21226.025,21088.179,21222.411,0.41001
2025.01.03 16:40:00,21221.892,21244.157,21150.535,21169.025,0.40869
2025.01.03 16:50:00,21170.013,21195.58,21113.636,21189.624,0.40635
2025.01.03 17:00:00,21189.615,21242.525,21148.403,21206.469,0.44823
2025.01.03 17:10:00,21207.369,21221.491,21101.113,21124.991,0.43984
2025.01.03 17:20:00,21125.958,21145.447,21065.102,21137.381,0.41911
2025.01.03 17:30:00,21136.858,21187.414,21101.157,21157.201,0.3992
2025.01.03 17:40:00,21157.46,21201.201,21151.102,21179.025,0.36942
2025.01.03 17:50:00,21179.124,21187.525,21146.535,21179.558,0.35842
2025.01.03 18:00:00,21179.668,21216.125,21144.547,21152.314,0.36484
2025.01.03 18:10:00,21152.458,21184.336,21140.992,21183.311,0.34768
2025.01.03 18:20:00,21183.324,21229.881,21175.958,21229.568,0.33477
2025.01.03 18:30:00,21227.611,21271.091,21224.281,21258.636,0.33818
2025.01.03 18:40:00,21258.616,21285.379,21257.825,21280.391,0.30206
2025.01.03 18:50:00,21280.579,21294.569,21262.668,21267.281,0.30118
2025.01.03 19:00:00,21267.469,21288.89,21267.469,21273.524,0.28644
2025.01.03 19:10:00,21273.314,21281.947,21248.601,21250.592,0.30382
2025.01.03 19:20:00,21251.168,21279.614,21245.024,21252.281,0.30118
2025.01.03 19:30:00,21252.294,21264.825,21245.835,21258.392,0.29436
2025.01.03 19:40:00,21258.416,21267.513,21246.711,21261.514,0.29095
2025.01.03 19:50:00,21261.147,21277.835,21259.925,21273.401,0.26939
2025.01.03 20:00:00,21273.381,21278.525,21252.701,21272.946,0.2607
2025.01.03 20:10:00,21273.014,21285.792,21268.513,21284.503,0.2365
2025.01.03 20:20:00,21284.824,21307.381,21276.436,21306.59,0.22561
2025.01.03 20:30:00,21306.781,21327.858,21296.811,21326.557,0.24321
